program,interp_ms_median,vm_ms_median,relative_interp_over_vm,vm_instr_static,vm_instr_executed,iters,warmup
benchmarks/fib/fib.suay,0.7895240014477167,0.767671997891739,1.0284652867578732,60,7,10,1
benchmarks/map_fold/map_fold.suay,44.85984750135685,41.556619999028044,1.0794873958085636,81,32056,10,1
benchmarks/dispatch/dispatch_chain.suay,86.03436500561656,81.27140850046999,1.0586055612056857,89,68038,10,1
benchmarks/cycle/cycle_sum.suay,139.1721135005355,134.97954699778347,1.0310607539883125,58,7,10,1
benchmarks/state_machine/workflow.suay,0.34890150345745496,0.40987699685501866,0.8512346536511491,162,10,10,1
benchmarks/module/mod.suay,0.010456002200953662,0.007614999049110338,1.3730799089430272,12,8,10,1
benchmarks/module/module_access.suay,6.6141115021309815,6.364716002281057,1.0391840735329814,72,21,10,1
